URL,Is 404,Status Code,Response Time,Error
https://www.waymotorworks.com/ireland-engineering-adjustable-camber-plates-r50-r53.html?printable=Y,False,200,1.349,
https://www.waymotorworks.com/oil-cooler-hoses-cooper-s-r52-r53.html,False,200,1.346,
https://www.waymotorworks.com/crank-pulley-removal-tool-r52-r53.html,False,200,1.33,
https://www.waymotorworks.com/performance/index10.html,False,200,1.423,
https://www.waymotorworks.com/h-sport-rear-adjustable-sway-bar-19mm.html,False,200,1.038,
https://www.waymotorworks.com/aluminum-rear-trailing-arm-conversion-kit.html,False,200,1.419,
https://www.waymotorworks.com/stainless-steel-brake-lines-f55-f56-f57.html?js=n,False,200,1.319,
https://www.waymotorworks.com/mini-countryman-oem-tow-hook-r60-r61.html?js=n,False,200,1.484,
https://www.waymotorworks.com/transmission-mount-r52-r53-cooper-s.html,False,200,1.352,
https://www.waymotorworks.com/front-bumper-cover-screw-set-r52-r53.html,False,200,1.346,
https://www.waymotorworks.com/hawk-hps-r60-r61-countryman-paceman-s-brake-pads.html?printable=Y,False,200,1.4,
https://www.waymotorworks.com/bosch-n18-high-pressure-mechanical-fuel-pump.html?js=n,False,200,1.331,
https://www.waymotorworks.com/clubman-final-edition-short-sleeve-t-shirt.html?js=n,False,200,1.458,
http://www.waymotorworks.com/magnetic-supercharger-drain-plug-02-06-mini-cooper-and-cooper-s.html,False,200,1.235,
http://www.waymotorworks.com/13-paceman-s-r61/interior/index2.html,False,200,1.288,
https://www.waymotorworks.com/gloss-black-notch-scoop-f54-f55-f56-f57.html?js=n,False,200,1.347,
https://www.waymotorworks.com/gloss-black-notch-scoop-f54-f55-f56-f57.html?printable=Y,False,200,1.317,
https://www.waymotorworks.com/center-armrest-f55-f56.html,False,200,1.356,
https://www.waymotorworks.com/samco-intake-hose-r55-r56-r57.html,False,200,0.995,
https://www.waymotorworks.com/07-cooper-r56/index5.html?sort=title,False,200,1.35,
http://www.waymotorworks.com/05-08-cooper-cabrio-s-r52/index28.html?sort=price,False,200,1.297,
https://www.waymotorworks.com/02-06-cooper-r50/index22.html?js=n,False,200,1.426,
https://www.waymotorworks.com/09-cooper-cabrio-s-r57/brakes/sensors-lines-fluid-more/index2.html,False,200,1.395,
http://www.waymotorworks.com/stoptech-drilled-and-slotted-brake-rotors-r55-r56-r57-r58-r59-cooper-s.html,False,200,1.255,
